ID,img_origin,placement,boil_nbr,pan_nbr,polygon
IDSFa0mGNWyCLN,D,roof,0,1,"[(1812, 1437.0), (1758, 1092.0), (1917, 1077.0), (1977, 1410.0)]"
IDSGCegMJOm9,D,roof,0,1,"[(2444, 1534.0), (2758, 968.0), (3048, 1082.0), (2736, 1644.0)]"
IDSHNDP8XmpZp,D,roof,0,1,"[(1938, 1326.0), (2190, 1149.0), (2643, 1437.0), (2367, 1629.0)]"
IDSHNDP8XmpZp,D,roof,0,2,"[(1867, 595.0), (1939, 641.0), (1857, 690.0), (1815, 744.0), (1730, 739.0), (1760, 670.0), (1788, 641.0)]"
IDSHRoiLi,S,S-unknown,1,0,"[(345, 219.0), (341, 188.0), (369, 184.0), (372, 217.0)]"
IDSHRoiLi,S,S-unknown,1,0,"[(344, 396.0), (333, 357.0), (371, 358.0), (379, 391.0)]"
IDSINyWS,D,roof,0,1,"[(1474, 1406.0), (1986, 1594.0), (1998, 1890.0), (1483, 1704.0)]"
IDSIbdW0gzb,D,roof,0,8,"[(4468, 1859.0), (4627, 1824.0), (4732, 2051.0), (4561, 2090.0)]"
IDSIbdW0gzb,D,roof,0,1,"[(4388, 2105.0), (4420, 2101.0), (4429, 2120.0), (4395, 2125.0)]"
IDSIbdW0gzb,D,roof,0,2,"[(4763, 2311.0), (4887, 2293.0), (4945, 2413.0), (4816, 2434.0)]"
IDSIbdW0gzb,D,roof,0,2,"[(4707, 2184.0), (4830, 2166.0), (4886, 2280.0), (4754, 2303.0)]"
IDSIbdW0gzb,D,roof,0,1,"[(4385, 1808.0), (4378, 1787.0), (4409, 1772.0), (4422, 1796.0)]"
IDSIvvolK2CfV7X,D,roof,0,2,"[(1993, 1643.0), (2065, 1637.0), (2119, 1817.0), (2121, 1853.0), (2029, 1857.0), (2001, 1827.0)]"
IDSJyWgZik1b,D,roof,0,1,"[(1261, 1256.0), (1525, 1212.0), (1673, 1732.0), (1405, 1776.0)]"
IDSJyWgZik1b,D,roof,0,1,"[(949, 1360.0), (1225, 1308.0), (1377, 1796.0), (1101, 1840.0)]"
IDSK394xyx,D,roof,0,2,"[(1897, 1719.0), (2111, 1567.0), (2051, 1483.0), (2263, 1347.0), (2661, 1805.0), (2245, 2097.0)]"
IDSKMDtnbUDRD,S,S-unknown,0,10,"[(164, 396.0), (71, 370.0), (106, 277.0), (193, 309.0)]"
IDSKMFBRTQGE,S,S-unknown,0,6,"[(320, 115.0), (376, 155.0), (325, 218.0), (273, 177.0)]"
IDSL3sKRKGz,D,roof,0,2,"[(2574, 1840.0), (2488, 1540.0), (2814, 1460.0), (2912, 1758.0)]"
IDSL3sKRKGz,D,roof,0,1,"[(2772, 2971.0), (2826, 2929.0), (2889, 2998.0), (2841, 3048.0)]"
IDSL3sKRKGz,D,roof,0,4,"[(1732, 1732.0), (2502, 1540.0), (2596, 1892.0), (1802, 2082.0)]"
IDSL3sKRKGz,D,roof,0,3,"[(882, 2038.0), (1420, 1914.0), (1472, 2158.0), (1108, 2298.0), (934, 2328.0)]"
IDSL3sKRKGz,D,roof,0,2,"[(1424, 1818.0), (1572, 1756.0), (1736, 1726.0), (1796, 2036.0), (1634, 2090.0), (1474, 2124.0)]"
IDSLJB5Zjfn0lF1UI,D,roof,0,1,"[(1954, 1968.0), (2080, 2091.0), (1945, 2251.0), (1821, 2126.0)]"
IDSLLBUT,D,roof,0,2,"[(710, 1980.0), (1084, 1844.0), (1232, 1984.0), (878, 2118.0)]"
IDSLLBUT,D,roof,0,3,"[(1800, 2042.0), (2324, 1890.0), (2468, 2222.0), (1968, 2362.0)]"
IDSMTl6Z,D,roof,0,1,"[(1167, 516.0), (1906, 793.0), (1870, 1059.0), (1111, 781.0)]"
IDSNdMf9E3OR,S,S-unknown,1,0,"[(198, 162.0), (165, 163.0), (175, 126.0), (199, 125.0)]"
IDSNdMf9E3OR,S,S-unknown,0,3,"[(272, 436.0), (251, 434.0), (255, 391.0), (272, 393.0)]"
IDSO4pTYzMQ60Tu1C,D,roof,0,1,"[(3436, 1932.0), (3344, 2196.0), (2868, 1976.0), (2960, 1716.0)]"
IDSSLkK1,D,roof,0,2,"[(2549, 1510.0), (2749, 1566.0), (2910, 1667.0), (2747, 2022.0), (2550, 2006.0), (2361, 1956.0)]"
IDSVn0VuBCzM,D,roof,0,1,"[(1553, 1450.0), (1665, 1473.0), (1633, 1607.0), (1521, 1582.0)]"
IDSWutZP,D,r_openspace,1,0,"[(1889, 3276.0), (1695, 3035.0), (1832, 2943.0), (2004, 3084.0), (2054, 3156.0)]"
IDSWutZP,D,r_openspace,1,0,"[(3165, 2343.0), (2939, 2123.0), (3069, 2036.0), (3255, 2160.0), (3306, 2222.0)]"
IDSWutZP,D,r_openspace,0,1,"[(3690, 911.0), (3688, 936.0), (3650, 923.0), (3674, 899.0)]"
IDSWutZP,D,r_openspace,1,0,"[(4190, 1077.0), (4146, 1172.0), (3933, 1365.0), (3783, 1170.0), (3957, 978.0), (4035, 918.0)]"
IDSWutZP,D,r_openspace,0,1,"[(3863, 1840.0), (3845, 1855.0), (3835, 1826.0), (3853, 1808.0)]"
IDSWutZP,D,r_openspace,0,1,"[(4619, 316.0), (4600, 333.0), (4576, 310.0), (4596, 293.0)]"
IDSWutZP,D,r_openspace,0,2,"[(1312, 3733.0), (1262, 3744.0), (1243, 3670.0), (1215, 3633.0), (1247, 3615.0), (1274, 3648.0), (1314, 3658.0)]"
IDSWutZP,D,r_openspace,0,1,"[(4776, 1094.0), (4731, 1125.0), (4709, 1085.0), (4754, 1059.0)]"
IDSXNoFQ,D,roof,0,2,"[(2505, 1710.0), (2421, 1890.0), (2040, 1839.0), (1749, 1749.0), (1824, 1617.0), (2133, 1656.0)]"
IDSXTHB,D,roof,0,1,"[(2362, 1486.0), (2636, 1828.0), (2364, 1902.0), (2124, 1552.0)]"
IDSXTHB,D,roof,0,1,"[(1376, 1092.0), (1548, 1042.0), (1770, 1358.0), (1598, 1418.0)]"
IDSXTHB,D,roof,0,1,"[(1114, 1068.0), (1306, 1010.0), (1402, 1118.0), (1212, 1168.0)]"
IDSY4iI1,S,S-unknown,0,8,"[(91, 157.0), (109, 114.0), (156, 132.0), (141, 173.0)]"
IDSY4iI1,S,S-unknown,0,4,"[(357, 377.0), (376, 387.0), (351, 427.0), (335, 420.0)]"
IDSY4iI1,S,S-unknown,0,8,"[(218, 110.0), (256, 127.0), (245, 169.0), (206, 151.0)]"
IDSY4iI1,S,S-unknown,0,2,"[(111, 191.0), (118, 172.0), (139, 178.0), (130, 198.0)]"
IDSY4iI1,S,S-unknown,0,21,"[(429, 366.0), (495, 394.0), (454, 467.0), (388, 438.0)]"
IDSY4iI1,S,S-unknown,0,7,"[(422, 265.0), (443, 273.0), (423, 350.0), (407, 339.0)]"
IDSY4iI1,S,S-unknown,0,6,"[(401, 256.0), (418, 263.0), (402, 327.0), (383, 319.0)]"
IDSY4iI1,S,S-unknown,0,21,"[(452, 277.0), (518, 303.0), (501, 378.0), (435, 350.0)]"
IDSY4iI1,S,S-unknown,0,3,"[(264, 129.0), (280, 136.0), (270, 167.0), (253, 158.0)]"
IDSY4iI1,S,S-unknown,0,7,"[(400, 354.0), (420, 363.0), (375, 439.0), (357, 428.0)]"
IDSY4iI1,S,S-unknown,0,2,"[(175, 91.0), (190, 100.0), (184, 116.0), (167, 109.0)]"
IDSY4iI1,S,S-unknown,0,2,"[(286, 138.0), (302, 144.0), (295, 163.0), (280, 155.0)]"
IDSY4iI1,S,S-unknown,0,3,"[(195, 102.0), (212, 110.0), (204, 138.0), (187, 130.0)]"
IDSY5ohjEdi,D,roof,0,1,"[(1758, 1920.0), (1808, 1806.0), (2045, 1898.0), (1996, 2013.0)]"
IDSaFV51v,D,r_openspace,0,1,"[(3606, 2920.0), (3637, 2994.0), (3622, 3000.0), (3441, 3000.0), (3431, 2973.0)]"
IDSaFV51v,D,r_openspace,0,2,"[(1642, 952.0), (1794, 872.0), (1788, 855.0), (1946, 772.0), (2045, 980.0), (1731, 1142.0)]"
IDSaFV51v,D,r_openspace,0,1,"[(1387, 1829.0), (1636, 1770.0), (1706, 1971.0), (1456, 2033.0)]"
IDSaFV51v,D,r_openspace,0,1,"[(1995, 1569.0), (2160, 1538.0), (2193, 1604.0), (2027, 1635.0)]"
IDSaFV51v,D,r_openspace,0,1,"[(1607, 2605.0), (1646, 2597.0), (1664, 2673.0), (1626, 2681.0)]"
IDSaFV51v,D,r_openspace,0,1,"[(1391, 338.0), (1418, 383.0), (1346, 431.0), (1318, 388.0)]"
IDSaFV51v,D,r_openspace,0,1,"[(2257, 1456.0), (2368, 1395.0), (2433, 1510.0), (2322, 1572.0)]"
IDSbPO8I,D,roof,0,1,"[(1543, 1607.0), (2137, 1313.0), (2329, 1507.0), (1741, 1805.0)]"
IDSc9TOyfHLtQ9GTZ,S,S-unknown,0,14,"[(66, 131.0), (255, 275.0), (237, 296.0), (56, 151.0)]"
IDSc9TOyfHLtQ9GTZ,S,S-unknown,0,24,"[(32, 194.0), (352, 445.0), (341, 465.0), (19, 216.0)]"
IDSc9TOyfHLtQ9GTZ,S,S-unknown,0,24,"[(44, 172.0), (365, 423.0), (352, 445.0), (32, 194.0)]"
IDSc9TOyfHLtQ9GTZ,S,S-unknown,0,24,"[(56, 151.0), (377, 405.0), (365, 423.0), (44, 172.0)]"
IDSc9TOyfHLtQ9GTZ,S,S-unknown,0,24,"[(19, 216.0), (341, 465.0), (327, 491.0), (4, 240.0)]"
IDScXrIxWr5cg0Qmj,D,roof,0,1,"[(2539, 1879.0), (2897, 1869.0), (2937, 2061.0), (2571, 2059.0)]"
IDScXrIxWr5cg0Qmj,D,roof,0,2,"[(2361, 1603.0), (2847, 1597.0), (2887, 1827.0), (2617, 1827.0), (2621, 1861.0), (2399, 1851.0)]"
IDScXrIxWr5cg0Qmj,D,roof,0,1,"[(1643, 3831.0), (1933, 3849.0), (1947, 3955.0), (1663, 3943.0)]"
IDSdXMUYUH,S,S-unknown,1,0,"[(275, 361.0), (280, 332.0), (306, 341.0), (311, 365.0)]"
IDSdfrb,S,S-unknown,4,0,"[(174, 240.0), (373, 127.0), (396, 166.0), (197, 279.0)]"
IDSdfrb,S,S-unknown,0,20,"[(225, 313.0), (532, 135.0), (578, 216.0), (266, 398.0)]"
IDSdfrb,S,S-unknown,1,0,"[(410, 98.0), (446, 79.0), (470, 128.0), (434, 146.0)]"
IDSe8TfcEJy0bjK,S,S-unknown,1,0,"[(198, 243.0), (241, 252.0), (217, 315.0), (167, 301.0)]"
IDSg8MU0RIw7CDxI,S,S-unknown,0,8,"[(350, 202.0), (240, 292.0), (187, 230.0), (216, 198.0), (236, 207.0), (267, 184.0), (280, 184.0), (311, 160.0)]"
IDShZu9Js,D,roof,0,2,"[(1982, 1290.0), (1652, 1690.0), (988, 1378.0), (1330, 968.0)]"
IDSk7rs5l8G9v2,D,roof,0,2,"[(1916, 1540.0), (2019, 1443.0), (2111, 1381.0), (2198, 1479.0), (2024, 1629.0)]"
IDSo6w5v,D,roof,0,1,"[(1910, 1760.0), (2016, 1808.0), (1934, 1936.0), (1824, 1874.0)]"
IDSqbeRhYfWYMs,D,roof,0,1,"[(3244, 984.0), (3496, 1040.0), (3428, 1376.0), (3180, 1332.0)]"
IDSqbeRhYfWYMs,D,roof,0,1,"[(1681, 94.0), (1737, 0.0), (1878, 0.0), (1966, 15.0), (1920, 153.0)]"
IDSrsw86Og8AGNicO,S,S-unknown,0,2,"[(314, 395.0), (323, 386.0), (354, 414.0), (343, 425.0)]"
IDSrsw86Og8AGNicO,S,S-unknown,0,2,"[(281, 425.0), (293, 415.0), (322, 445.0), (313, 453.0)]"
IDSrsw86Og8AGNicO,S,S-unknown,0,2,"[(304, 405.0), (314, 395.0), (343, 425.0), (331, 434.0)]"
IDSrsw86Og8AGNicO,S,S-unknown,1,0,"[(346, 375.0), (358, 388.0), (344, 404.0), (329, 391.0)]"
IDSrsw86Og8AGNicO,S,S-unknown,0,2,"[(293, 415.0), (304, 405.0), (331, 434.0), (322, 445.0)]"
IDStfdEbxYd,D,r_openspace,0,15,"[(2547, 1606.0), (2648, 1507.0), (2762, 1504.0), (2651, 1622.0), (2591, 1621.0), (2609, 1607.0), (2547, 1607.0)]"
IDStfdEbxYd,D,r_openspace,0,1,"[(3269, 2150.0), (3289, 2144.0), (3294, 2153.0), (3275, 2159.0)]"
IDStfdEbxYd,D,r_openspace,0,18,"[(3056, 2221.0), (3268, 2163.0), (3389, 2285.0), (3170, 2348.0)]"
IDStfdEbxYd,D,r_openspace,0,109,"[(3315, 2202.0), (3742, 2072.0), (3721, 2055.0), (4057, 1954.0), (4330, 2128.0), (3974, 2244.0), (3946, 2224.0), (3460, 2380.0), (3367, 2292.0), (3402, 2281.0)]"
IDStfdEbxYd,D,r_openspace,0,20,"[(2299, 1697.0), (2534, 1482.0), (2573, 1481.0), (2338, 1700.0)]"
IDStfdEbxYd,D,r_openspace,0,12,"[(2089, 1890.0), (2239, 1811.0), (2319, 1825.0), (2168, 1908.0)]"
IDStfdEbxYd,D,r_openspace,0,1,"[(3623, 1991.0), (3642, 1983.0), (3648, 1992.0), (3629, 1999.0)]"
IDStfdEbxYd,D,r_openspace,0,16,"[(2358, 1700.0), (2534, 1536.0), (2572, 1535.0), (2399, 1700.0)]"
IDStfdEbxYd,D,r_openspace,0,1,"[(921, 2032.0), (941, 2023.0), (945, 2030.0), (926, 2038.0)]"
IDStfdEbxYd,D,r_openspace,1,0,"[(1563, 2417.0), (1601, 2441.0), (1539, 2481.0), (1498, 2453.0)]"
IDStfdEbxYd,D,r_openspace,1,0,"[(1294, 2568.0), (1336, 2597.0), (1267, 2638.0), (1230, 2604.0)]"
IDStfdEbxYd,D,r_openspace,0,20,"[(1842, 2006.0), (2062, 1890.0), (2159, 1912.0), (1934, 2034.0)]"
IDSxgJfG,D,roof,1,0,"[(2274, 2480.0), (1988, 2134.0), (2490, 1810.0), (2744, 2118.0)]"
IDSyBFg5ahi2s,D,roof,0,1,"[(2220, 2052.0), (2403, 2043.0), (2439, 2304.0), (2241, 2319.0)]"
IDSyBFg5ahi2s,D,roof,0,1,"[(2040, 1266.0), (2268, 1245.0), (2301, 1446.0), (2073, 1464.0)]"
IDT0heZ,D,roof,0,1,"[(2250, 1462.0), (2286, 1586.0), (2034, 1674.0), (2004, 1550.0)]"
IDT16bizWnXbaKzm,D,roof,0,1,"[(1728, 1393.0), (1892, 1291.0), (2058, 1428.0), (1895, 1536.0)]"
IDT16bizWnXbaKzm,D,roof,0,1,"[(3205, 2270.0), (3255, 2251.0), (3284, 2299.0), (3233, 2321.0)]"
IDT16bizWnXbaKzm,D,roof,0,1,"[(1269, 1251.0), (1453, 1166.0), (1667, 1439.0), (1481, 1526.0)]"
IDT34ls0b5mza,D,roof,0,1,"[(1741, 1806.0), (2127, 1722.0), (2215, 1940.0), (1831, 2030.0)]"
IDT34ls0b5mza,D,roof,0,2,"[(1475, 1505.0), (1713, 1463.0), (1705, 1441.0), (1995, 1375.0), (2101, 1645.0), (1811, 1719.0), (1819, 1759.0), (1579, 1805.0)]"
IDT5Ob9OdoO8cXev,D,openspace,0,1,"[(2782, 1507.0), (2956, 1564.0), (2920, 1679.0), (2746, 1622.0)]"
IDT5Xt1DtL4r1pYH,D,r_openspace,0,1,"[(2237, 2340.0), (2709, 2254.0), (2731, 2632.0), (2261, 2714.0)]"
IDT5Xt1DtL4r1pYH,D,r_openspace,0,1,"[(2521, 1712.0), (2797, 1602.0), (2791, 1840.0), (2519, 1944.0)]"
IDT5Xt1DtL4r1pYH,D,r_openspace,0,2,"[(2091, 1858.0), (2171, 1836.0), (2145, 2100.0), (2091, 2120.0), (2065, 2000.0)]"
IDT5vPLuU7r,D,roof,0,1,"[(1263, 1424.0), (2027, 1324.0), (1949, 1578.0), (1181, 1668.0)]"
IDT5vPLuU7r,D,roof,0,2,"[(2159, 907.0), (2815, 1201.0), (2721, 1467.0), (2443, 1351.0), (2387, 1501.0), (2027, 1315.0)]"
IDT5vPLuU7r,D,roof,0,1,"[(693, 1390.0), (789, 1376.0), (773, 1428.0), (679, 1448.0)]"
IDT7Vudc,D,roof,0,1,"[(722, 842.0), (1112, 904.0), (1091, 1039.0), (695, 968.0)]"
IDT7Vudc,D,roof,0,1,"[(469, 1132.0), (564, 1118.0), (563, 1169.0), (468, 1190.0)]"
IDT9hkCvSm,S,S-unknown,0,4,"[(262, 112.0), (331, 127.0), (329, 156.0), (260, 143.0)]"
IDT9hkCvSm,S,S-unknown,0,3,"[(186, 134.0), (243, 145.0), (239, 174.0), (185, 164.0)]"
IDT9hkCvSm,S,S-unknown,0,3,"[(243, 145.0), (296, 155.0), (294, 184.0), (239, 174.0)]"
IDT9hkCvSm,S,S-unknown,0,4,"[(167, 92.0), (240, 107.0), (236, 138.0), (163, 125.0)]"
IDT9hkCvSm,S,S-unknown,0,5,"[(116, 306.0), (202, 322.0), (196, 354.0), (107, 339.0)]"
IDT9hkCvSm,S,S-unknown,0,5,"[(202, 322.0), (300, 337.0), (291, 367.0), (196, 354.0)]"
IDTAAbD,D,roof,0,1,"[(1837, 1397.0), (1980, 1404.0), (1946, 1547.0), (1804, 1541.0)]"
IDTAAbD,D,roof,0,1,"[(663, 250.0), (730, 268.0), (738, 296.0), (672, 277.0)]"
IDTAmEGklby,D,roof,0,1,"[(1771, 1116.0), (1881, 1138.0), (1823, 1288.0), (1713, 1248.0)]"
IDTCSzg8jW49wcf,D,roof,0,1,"[(1170, 1182.0), (1362, 1002.0), (1566, 1068.0), (1407, 1278.0)]"
IDTCSzg8jW49wcf,D,roof,0,1,"[(1089, 690.0), (1131, 606.0), (1308, 684.0), (1287, 762.0)]"
IDTFXJ7J8,D,roof,0,1,"[(2422, 1776.0), (2287, 1536.0), (2917, 1219.0), (3057, 1461.0)]"
IDTGcoPCbUb,D,roof,0,2,"[(1188, 1005.0), (1029, 1161.0), (801, 1119.0), (963, 981.0)]"
IDTGcoPCbUb,D,roof,0,1,"[(1974, 1047.0), (2067, 1020.0), (2229, 1140.0), (2130, 1167.0)]"
IDTGxAOGgkIm,D,roof,0,2,"[(1428, 1096.0), (1815, 1161.0), (1740, 1455.0), (1351, 1383.0)]"
IDTHGVswozVywIL,D,roof,0,2,"[(2865, 1687.0), (3163, 1665.0), (3115, 2019.0), (2869, 2035.0), (2901, 1861.0), (2841, 1857.0)]"
IDTHeqB4jFA,D,roof,0,1,"[(1558, 1359.0), (1827, 1318.0), (1918, 1596.0), (1657, 1633.0)]"
IDTI1WE,D,roof,0,1,"[(2794, 2124.0), (2496, 2052.0), (2744, 1796.0), (3044, 1862.0)]"
IDTIKoHOztO,D,roof,0,1,"[(1900, 974.0), (2101, 928.0), (2174, 1220.0), (1968, 1266.0)]"
IDTIpmNoUX4Prm2Z,D,roof,0,1,"[(2991, 1891.0), (3053, 1561.0), (3279, 1601.0), (3227, 1921.0)]"
IDTIpmNoUX4Prm2Z,D,roof,0,2,"[(2613, 1841.0), (2655, 1627.0), (2829, 1673.0), (2843, 1553.0), (3067, 1601.0), (3009, 1919.0)]"
IDTIpmNoUX4Prm2Z,D,roof,0,1,"[(2107, 1243.0), (2115, 1143.0), (2199, 1155.0), (2191, 1253.0)]"
IDTLjtW8syap,S,S-unknown,0,1,"[(371, 332.0), (410, 333.0), (406, 393.0), (365, 386.0)]"
IDTLjtW8syap,S,S-unknown,0,1,"[(299, 318.0), (349, 323.0), (344, 386.0), (294, 375.0)]"
IDTN9wzO5d,D,roof,0,1,"[(1943, 1742.0), (2120, 1753.0), (2080, 1968.0), (1909, 1941.0)]"
IDTN9wzO5d,D,roof,0,1,"[(2343, 1964.0), (2372, 1793.0), (2512, 1815.0), (2489, 1982.0)]"
IDTN9wzO5d,D,roof,0,1,"[(2539, 2009.0), (2588, 1782.0), (2766, 1804.0), (2720, 2037.0)]"
IDTN9wzO5d,D,roof,0,1,"[(2486, 2021.0), (2516, 2022.0), (2514, 2055.0), (2480, 2054.0)]"
IDTN9wzO5d,D,roof,0,2,"[(2564, 2195.0), (2640, 2204.0), (2653, 2195.0), (2692, 2218.0), (2655, 2258.0), (2634, 2247.0), (2617, 2337.0), (2535, 2328.0)]"
IDTN9wzO5d,D,roof,0,1,"[(2110, 2021.0), (2142, 1737.0), (2348, 1745.0), (2326, 2029.0)]"
IDTORJXs,D,roof,0,1,"[(1572, 1044.0), (1758, 1068.0), (1671, 1254.0), (1470, 1230.0)]"
IDTORJXs,D,roof,0,1,"[(1833, 1035.0), (2112, 1071.0), (1977, 1308.0), (1692, 1269.0)]"
IDTORJXs,D,roof,0,1,"[(1701, 1422.0), (1932, 1452.0), (1832, 1794.0), (1596, 1767.0)]"
IDTORJXs,D,roof,0,1,"[(1995, 1464.0), (2193, 1479.0), (2118, 1752.0), (1920, 1731.0)]"
IDTOSdtMgu44y,D,roof,0,1,"[(2568, 1251.0), (2871, 1341.0), (2709, 1548.0), (2406, 1452.0)]"
IDTOUH5J,D,roof,0,2,"[(2080, 1476.0), (2646, 1366.0), (2756, 1742.0), (2416, 1806.0), (2188, 1824.0)]"
IDTSop3,D,roof,0,1,"[(1569, 947.0), (1683, 905.0), (1775, 1163.0), (1659, 1205.0)]"
IDTUI0tfEI44oZ,D,r_openspace,1,0,"[(2265, 3396.0), (2178, 3650.0), (2072, 3606.0), (2150, 3359.0)]"
IDTUI0tfEI44oZ,D,r_openspace,0,1,"[(3582, 1584.0), (3549, 1563.0), (3564, 1535.0), (3596, 1554.0)]"
IDTUI0tfEI44oZ,D,r_openspace,0,1,"[(3780, 674.0), (3741, 657.0), (3750, 632.0), (3789, 654.0)]"
IDTUI0tfEI44oZ,D,r_openspace,0,1,"[(4682, 2384.0), (4650, 2364.0), (4668, 2338.0), (4696, 2364.0)]"
IDTUI0tfEI44oZ,D,r_openspace,0,1,"[(3178, 2610.0), (3142, 2596.0), (3152, 2564.0), (3190, 2576.0)]"
IDTUI0tfEI44oZ,D,r_openspace,1,0,"[(2849, 1236.0), (2757, 1458.0), (2660, 1421.0), (2751, 1190.0)]"
IDTUI0tfEI44oZ,D,r_openspace,1,0,"[(2280, 2474.0), (2202, 2715.0), (2099, 2679.0), (2163, 2435.0)]"
IDTUI0tfEI44oZ,D,r_openspace,0,1,"[(2571, 1346.0), (2537, 1323.0), (2552, 1301.0), (2586, 1325.0)]"
IDTUI0tfEI44oZ,D,r_openspace,1,0,"[(3114, 536.0), (3021, 759.0), (2930, 728.0), (3023, 495.0)]"
IDTUI0tfEI44oZ,D,r_openspace,0,1,"[(2812, 3950.0), (2774, 3936.0), (2796, 3900.0), (2828, 3916.0)]"
IDTUI0tfEI44oZ,D,r_openspace,0,1,"[(5220, 3262.0), (5176, 3246.0), (5188, 3220.0), (5226, 3232.0)]"
IDTVRV0cXsGz7Ya9f,D,roof,0,1,"[(1783, 1461.0), (1887, 1433.0), (2031, 1647.0), (1933, 1685.0)]"
IDTVd4GoMBSx,D,roof,0,1,"[(1659, 381.0), (1874, 387.0), (2058, 518.0), (1830, 506.0)]"
IDTWTBoO05L0kBb,D,roof,1,0,"[(1823, 1251.0), (1929, 1171.0), (1969, 1217.0), (2271, 1161.0), (2435, 1405.0), (1989, 1495.0)]"
IDTWh1oaZ6sfPBmU,D,roof,0,1,"[(2814, 942.0), (3309, 939.0), (3312, 1662.0), (2793, 1659.0)]"
IDTWh1oaZ6sfPBmU,D,roof,0,1,"[(1308, 1032.0), (1467, 1029.0), (1452, 1347.0), (1287, 1338.0)]"
IDTY1Sr,D,roof,0,2,"[(2425, 2540.0), (2315, 2456.0), (2402, 2363.0), (2511, 2447.0)]"
IDTY1Sr,D,roof,0,1,"[(2729, 2074.0), (2579, 1938.0), (2642, 1871.0), (2794, 2000.0)]"
IDTY1Sr,D,roof,0,1,"[(2854, 2147.0), (2795, 2100.0), (2888, 1997.0), (2946, 2040.0)]"
IDTY1Sr,D,roof,0,2,"[(2622, 2316.0), (2520, 2236.0), (2596, 2150.0), (2698, 2228.0)]"
IDTY1Sr,D,roof,0,2,"[(2526, 2427.0), (2416, 2345.0), (2503, 2252.0), (2606, 2332.0)]"
IDTY1Sr,D,roof,0,2,"[(2714, 2212.0), (2612, 2134.0), (2692, 2047.0), (2788, 2130.0)]"
IDTZxP5p3cD4,D,roof,0,1,"[(1704, 2444.0), (2005, 2382.0), (2067, 2548.0), (1772, 2609.0)]"
IDTb966qpJxlJ5ZKJ,D,roof,0,2,"[(1584, 2750.0), (1848, 2444.0), (2068, 2638.0), (1794, 2940.0)]"
IDTb966qpJxlJ5ZKJ,D,roof,0,2,"[(2614, 2018.0), (2462, 1882.0), (2688, 1524.0), (2782, 1408.0), (2998, 1570.0)]"
IDTbDpTKrjaIh3z,D,roof,0,1,"[(2242, 2799.0), (2361, 2755.0), (2428, 2889.0), (2305, 2923.0)]"
IDTbDpTKrjaIh3z,D,roof,0,2,"[(2833, 825.0), (3222, 1243.0), (2706, 1605.0), (2307, 1180.0)]"
IDTbDpTKrjaIh3z,D,roof,0,1,"[(3216, 2572.0), (3166, 2508.0), (3267, 2460.0), (3328, 2517.0)]"
IDTbRX2d9OAhv,D,roof,0,2,"[(2345, 1051.0), (2539, 1001.0), (2525, 1177.0), (2919, 1243.0), (2359, 1499.0), (1945, 1649.0), (2017, 1369.0), (2329, 1217.0)]"
IDTfrdUSHjNKBD,S,S-unknown,1,0,"[(300, 133.0), (323, 144.0), (299, 187.0), (273, 169.0)]"
IDTfrdUSHjNKBD,S,S-unknown,0,2,"[(287, 84.0), (310, 79.0), (317, 100.0), (294, 107.0)]"
IDThe7r,D,roof,0,2,"[(1951, 1212.0), (2036, 1174.0), (2094, 1252.0), (2282, 1276.0), (2334, 1408.0), (2136, 1430.0), (2098, 1298.0), (2004, 1294.0)]"
IDTikXD,D,roof,0,1,"[(1711, 1609.0), (1849, 1547.0), (2047, 1707.0), (1905, 1767.0)]"
IDTmoOZ1bjoVD,S,S-unknown,1,0,"[(285, 187.0), (298, 198.0), (268, 239.0), (259, 212.0)]"
IDTniBij,D,roof,0,1,"[(1125, 1595.0), (1263, 1461.0), (1683, 1633.0), (1549, 1767.0)]"
IDTniBij,D,roof,0,1,"[(1369, 1399.0), (1499, 1263.0), (1911, 1489.0), (1785, 1615.0)]"
IDToo60,D,roof,0,1,"[(2235, 2123.0), (2409, 2133.0), (2393, 2351.0), (2219, 2343.0)]"
IDTpKuaEQSwF1c8mR,D,openspace,0,1,"[(1870, 1282.0), (2007, 1517.0), (1790, 1743.0), (1658, 1512.0)]"
IDTpcUW,D,roof,0,1,"[(2940, 1395.0), (2868, 1416.0), (2847, 1347.0), (2925, 1323.0)]"
IDTpcUW,D,roof,0,1,"[(5076, 2454.0), (5040, 2394.0), (5088, 2328.0), (5118, 2394.0)]"
IDTpcUW,D,roof,1,0,"[(2904, 2181.0), (2601, 2490.0), (2313, 2100.0), (2577, 1740.0)]"
IDTrqpURzq86lY,D,roof,0,1,"[(1424, 1346.0), (2012, 1550.0), (1978, 1802.0), (1396, 1586.0)]"
IDTruCZeluoy,D,roof,0,1,"[(2546, 1851.0), (3069, 1941.0), (3068, 2168.0), (2540, 2076.0)]"
IDTsf1RxC7e,D,roof,0,1,"[(2781, 1557.0), (2988, 1518.0), (3075, 1983.0), (2871, 2025.0)]"
IDTsf1RxC7e,D,roof,0,1,"[(2466, 1647.0), (2673, 1596.0), (2781, 2061.0), (2568, 2109.0)]"
IDTtjYF,D,roof,0,1,"[(1981, 1628.0), (2134, 1577.0), (2283, 1822.0), (2130, 1870.0)]"
IDTu5UVRff4,D,roof,0,1,"[(1145, 1489.0), (1547, 1319.0), (1555, 1549.0), (1147, 1713.0)]"
